tracking_nr,cod_received,chq_nr,deposit_date
5005643052,965,Direct Deposit,2018-07-20
5005643755,191,Direct Deposit,2018-07-20
5006061828,226,Direct Deposit,2018-07-20
5006063496,267,Direct Deposit,2018-07-20
5006064319,104,Direct Deposit,2018-07-20
5006066028,338,Direct Deposit,2018-07-20
5006066043,21,Direct Deposit,2018-07-20
5006066044,64,Direct Deposit,2018-07-20
5004750233,788,Direct Deposit,2018-07-24
5004751975,50,Direct Deposit,2018-07-24
5004752259,70,Direct Deposit,2018-07-24
5004752264,479,Direct Deposit,2018-07-24
5004752447,162,Direct Deposit,2018-07-24
5004752453,40,Direct Deposit,2018-07-24
5004752499,300,Direct Deposit,2018-07-24
5004752583,120,Direct Deposit,2018-07-24
5004752685,2493,Direct Deposit,2018-07-24
5004752744,559,Direct Deposit,2018-07-24
5004752764,70,Direct Deposit,2018-07-24
5004752805,110,Direct Deposit,2018-07-24
5004752877,897,Direct Deposit,2018-07-24
5004752880,70,Direct Deposit,2018-07-24
5004752905,3018,Direct Deposit,2018-07-24
5004752908,2819,Direct Deposit,2018-07-24
5004752909,2819,Direct Deposit,2018-07-24
5004752912,275,Direct Deposit,2018-07-24
5004752915,120,Direct Deposit,2018-07-24
5004752937,391,Direct Deposit,2018-07-24
5004752968,2819,Direct Deposit,2018-07-24
5004752969,190,Direct Deposit,2018-07-24
5004752975,1544,Direct Deposit,2018-07-24
5004752979,71,Direct Deposit,2018-07-24
5004752980,300,Direct Deposit,2018-07-24
5004752994,50,Direct Deposit,2018-07-24
5004753025,1320,Direct Deposit,2018-07-24
5004753056,190,Direct Deposit,2018-07-24
5004753081,588,Direct Deposit,2018-07-24
5004753083,1420,Direct Deposit,2018-07-24
5004753099,299,Direct Deposit,2018-07-24
5004753159,70,Direct Deposit,2018-07-24
5004753173,71,Direct Deposit,2018-07-24
5004753193,71,Direct Deposit,2018-07-24
5004753210,279,Direct Deposit,2018-07-24
5004753222,1627,Direct Deposit,2018-07-24
5004753257,1025,Direct Deposit,2018-07-24
5004753267,1057,Direct Deposit,2018-07-24
5004753272,133,Direct Deposit,2018-07-24
5004753286,120,Direct Deposit,2018-07-24
5004753305,945,Direct Deposit,2018-07-24
5004753308,1220,Direct Deposit,2018-07-24
5004753334,150,Direct Deposit,2018-07-24
5004753338,160,Direct Deposit,2018-07-24
5004753351,560,Direct Deposit,2018-07-24
5004753353,110,Direct Deposit,2018-07-24
5004753358,764,Direct Deposit,2018-07-24
5004753365,160,Direct Deposit,2018-07-24
5004753368,40,Direct Deposit,2018-07-24
5004753391,110,Direct Deposit,2018-07-24
5004753417,90,Direct Deposit,2018-07-24
5004753434,58,Direct Deposit,2018-07-24
5004753442,110,Direct Deposit,2018-07-24
5004753444,90,Direct Deposit,2018-07-24
5004753451,90,Direct Deposit,2018-07-24
5004753457,90,Direct Deposit,2018-07-24
5004753471,408,Direct Deposit,2018-07-24
5004753479,166,Direct Deposit,2018-07-24
5004753481,342,Direct Deposit,2018-07-24
5004753490,160,Direct Deposit,2018-07-24
5004753493,110,Direct Deposit,2018-07-24
5004753510,110,Direct Deposit,2018-07-24
5004753512,67,Direct Deposit,2018-07-24
5004753523,359,Direct Deposit,2018-07-24
5004753540,40,Direct Deposit,2018-07-24
5004753548,90,Direct Deposit,2018-07-24
5004753562,90,Direct Deposit,2018-07-24
5004753563,1260,Direct Deposit,2018-07-24
5004753577,110,Direct Deposit,2018-07-24
5004753580,110,Direct Deposit,2018-07-24
5004753584,40,Direct Deposit,2018-07-24
5004753596,130,Direct Deposit,2018-07-24
5004753598,1260,Direct Deposit,2018-07-24
5004753621,90,Direct Deposit,2018-07-24
5004753638,90,Direct Deposit,2018-07-24
5004753642,399,Direct Deposit,2018-07-24
5004753657,162,Direct Deposit,2018-07-24
5004753660,90,Direct Deposit,2018-07-24
5004753663,90,Direct Deposit,2018-07-24
5004753664,90,Direct Deposit,2018-07-24
5004753665,150,Direct Deposit,2018-07-24
5004753676,90,Direct Deposit,2018-07-24
5004753678,180,Direct Deposit,2018-07-24
5004753680,249,Direct Deposit,2018-07-24
5004753683,410,Direct Deposit,2018-07-24
5004753688,869,Direct Deposit,2018-07-24
5004753692,40,Direct Deposit,2018-07-24
5004753716,1260,Direct Deposit,2018-07-24
5004753718,260,Direct Deposit,2018-07-24
5004753732,110,Direct Deposit,2018-07-24
5004753734,110,Direct Deposit,2018-07-24
5004753736,110,Direct Deposit,2018-07-24
5004753737,585,Direct Deposit,2018-07-24
5004753744,660,Direct Deposit,2018-07-24
5004753746,110,Direct Deposit,2018-07-24
5004753765,90,Direct Deposit,2018-07-24
5004753767,90,Direct Deposit,2018-07-24
5004753769,90,Direct Deposit,2018-07-24
5004753775,90,Direct Deposit,2018-07-24
5004753779,110,Direct Deposit,2018-07-24
5004753785,260,Direct Deposit,2018-07-24
5004753789,429,Direct Deposit,2018-07-24
5004753790,649,Direct Deposit,2018-07-24
5004753800,110,Direct Deposit,2018-07-24
5004753810,319,Direct Deposit,2018-07-24
5004753812,58,Direct Deposit,2018-07-24
5004753815,90,Direct Deposit,2018-07-24
5004753818,70,Direct Deposit,2018-07-24
5004753820,1560,Direct Deposit,2018-07-24
5004753826,210,Direct Deposit,2018-07-24
5004753827,110,Direct Deposit,2018-07-24
5004753830,655,Direct Deposit,2018-07-24
5004753831,339,Direct Deposit,2018-07-24
5004753835,764,Direct Deposit,2018-07-24
5004753837,64,Direct Deposit,2018-07-24
5004753841,140,Direct Deposit,2018-07-24
5004753843,769,Direct Deposit,2018-07-24
5004753844,1097,Direct Deposit,2018-07-24
5004753849,2003,Direct Deposit,2018-07-24
5004753850,1017,Direct Deposit,2018-07-24
5004753851,6057,Direct Deposit,2018-07-24
5004753852,661,Direct Deposit,2018-07-24
5004753854,335,Direct Deposit,2018-07-24
5004753855,170,Direct Deposit,2018-07-24
5004753858,817,Direct Deposit,2018-07-24
5004753861,219,Direct Deposit,2018-07-24
5004753862,110,Direct Deposit,2018-07-24
5004753865,319,Direct Deposit,2018-07-24
5004753866,359,Direct Deposit,2018-07-24
5004753874,399,Direct Deposit,2018-07-24
5004753878,339,Direct Deposit,2018-07-24
5004753880,219,Direct Deposit,2018-07-24
5004753883,179,Direct Deposit,2018-07-24
5004753886,356,Direct Deposit,2018-07-24
5004753888,330,Direct Deposit,2018-07-24
5004753892,5,Direct Deposit,2018-07-24
5004753893,1201,Direct Deposit,2018-07-24
5004753894,690,Direct Deposit,2018-07-24
5004753896,61,Direct Deposit,2018-07-24
5004753900,356,Direct Deposit,2018-07-24
5004753903,690,Direct Deposit,2018-07-24
5004753905,2724,Direct Deposit,2018-07-24
5004753906,479,Direct Deposit,2018-07-24
5004753908,825,Direct Deposit,2018-07-24
5004753909,581,Direct Deposit,2018-07-24
5004753913,90,Direct Deposit,2018-07-24
5004753914,5,Direct Deposit,2018-07-24
5004753915,11602,Direct Deposit,2018-07-24
5004753916,61,Direct Deposit,2018-07-24
5004753918,101,Direct Deposit,2018-07-24
5004753922,697,Direct Deposit,2018-07-24
5004753924,700,Direct Deposit,2018-07-24
5004753925,110,Direct Deposit,2018-07-24
5004753928,300,Direct Deposit,2018-07-24
5004753929,200,Direct Deposit,2018-07-24
5004753930,160,Direct Deposit,2018-07-24
5004753931,110,Direct Deposit,2018-07-24
5004753932,65,Direct Deposit,2018-07-24
5004753934,181,Direct Deposit,2018-07-24
5004753936,110,Direct Deposit,2018-07-24
5004753937,110,Direct Deposit,2018-07-24
5004753938,825,Direct Deposit,2018-07-24
5004753940,732,Direct Deposit,2018-07-24
5004753941,90,Direct Deposit,2018-07-24
5004753942,130,Direct Deposit,2018-07-24
5004753945,3108,Direct Deposit,2018-07-24
5004753946,3108,Direct Deposit,2018-07-24
5004753947,53,Direct Deposit,2018-07-24
5004753948,309,Direct Deposit,2018-07-24
5004753949,3108,Direct Deposit,2018-07-24
5004753950,115,Direct Deposit,2018-07-24
5004753951,690,Direct Deposit,2018-07-24
5004753953,90,Direct Deposit,2018-07-24
5004753954,3260,Direct Deposit,2018-07-24
5004753955,1097,Direct Deposit,2018-07-24
5004753957,1260,Direct Deposit,2018-07-24
5004753958,90,Direct Deposit,2018-07-24
5004753960,20,Direct Deposit,2018-07-24
5004753962,40,Direct Deposit,2018-07-24
5004753964,110,Direct Deposit,2018-07-24
5004753968,289,Direct Deposit,2018-07-24
5004753970,700,Direct Deposit,2018-07-24
5004753972,90,Direct Deposit,2018-07-24
5004753974,1560,Direct Deposit,2018-07-24
5004753978,230,Direct Deposit,2018-07-24
5004753980,90,Direct Deposit,2018-07-24
5004753985,3108,Direct Deposit,2018-07-24
5004753986,3108,Direct Deposit,2018-07-24
5004753987,150,Direct Deposit,2018-07-24
5004753988,3108,Direct Deposit,2018-07-24
5004753989,110,Direct Deposit,2018-07-24
5004753991,3108,Direct Deposit,2018-07-24
5004753993,160,Direct Deposit,2018-07-24
5004753994,315,Direct Deposit,2018-07-24
5004753995,90,Direct Deposit,2018-07-24
5004753997,1300,Direct Deposit,2018-07-24
5004753998,3108,Direct Deposit,2018-07-24
5004754004,219,Direct Deposit,2018-07-24
5004754006,110,Direct Deposit,2018-07-24
5004754007,90,Direct Deposit,2018-07-24
5004754008,110,Direct Deposit,2018-07-24
5004754009,359,Direct Deposit,2018-07-24
5004754013,1271,Direct Deposit,2018-07-24
5004754015,165,Direct Deposit,2018-07-24
5004754016,660,Direct Deposit,2018-07-24
5004754020,90,Direct Deposit,2018-07-24
5004754022,700,Direct Deposit,2018-07-24
5004754024,40,Direct Deposit,2018-07-24
5004754025,90,Direct Deposit,2018-07-24
5004754026,1311,Direct Deposit,2018-07-24
5004754028,1051,Direct Deposit,2018-07-24
5004754030,110,Direct Deposit,2018-07-24
5004754031,889,Direct Deposit,2018-07-24
5004754035,130,Direct Deposit,2018-07-24
5004754036,110,Direct Deposit,2018-07-24
5004754038,110,Direct Deposit,2018-07-24
5004754039,150,Direct Deposit,2018-07-24
5004754040,150,Direct Deposit,2018-07-24
5004754041,2899,Direct Deposit,2018-07-24
5004754043,130,Direct Deposit,2018-07-24
5004754044,40,Direct Deposit,2018-07-24
5004754045,55,Direct Deposit,2018-07-24
5004754046,90,Direct Deposit,2018-07-24
5004754047,90,Direct Deposit,2018-07-24
5004754050,90,Direct Deposit,2018-07-24
5004754051,912,Direct Deposit,2018-07-24
5004754052,90,Direct Deposit,2018-07-24
5004754053,450,Direct Deposit,2018-07-24
5004754054,768,Direct Deposit,2018-07-24
5004754055,359,Direct Deposit,2018-07-24
5004754056,110,Direct Deposit,2018-07-24
5004754060,90,Direct Deposit,2018-07-24
5004754061,356,Direct Deposit,2018-07-24
5004754064,90,Direct Deposit,2018-07-24
5004754065,90,Direct Deposit,2018-07-24
5004754068,700,Direct Deposit,2018-07-24
5004754070,270,Direct Deposit,2018-07-24
5004754071,170,Direct Deposit,2018-07-24
5004754072,912,Direct Deposit,2018-07-24
5004754073,269,Direct Deposit,2018-07-24
5004754074,912,Direct Deposit,2018-07-24
5004754075,130,Direct Deposit,2018-07-24
5004754076,130,Direct Deposit,2018-07-24
5004754079,776,Direct Deposit,2018-07-24
5004754080,110,Direct Deposit,2018-07-24
5004754081,76,Direct Deposit,2018-07-24
5004754082,1405,Direct Deposit,2018-07-24
5004754083,1260,Direct Deposit,2018-07-24
5004754085,79,Direct Deposit,2018-07-24
5004754086,57,Direct Deposit,2018-07-24
5004754087,359,Direct Deposit,2018-07-24
5004754088,80,Direct Deposit,2018-07-24
5004754091,130,Direct Deposit,2018-07-24
5004754092,130,Direct Deposit,2018-07-24
5004754093,90,Direct Deposit,2018-07-24
5004754094,771,Direct Deposit,2018-07-24
5004754095,389,Direct Deposit,2018-07-24
5004754097,260,Direct Deposit,2018-07-24
5004754098,410,Direct Deposit,2018-07-24
5004754099,150,Direct Deposit,2018-07-24
5004754100,1260,Direct Deposit,2018-07-24
5004754101,110,Direct Deposit,2018-07-24
5004754102,40,Direct Deposit,2018-07-24
5004754104,110,Direct Deposit,2018-07-24
5004754106,150,Direct Deposit,2018-07-24
5004754107,90,Direct Deposit,2018-07-24
5004754110,818,Direct Deposit,2018-07-24
5004754111,110,Direct Deposit,2018-07-24
5004754112,90,Direct Deposit,2018-07-24
5004754113,130,Direct Deposit,2018-07-24
5004754115,858,Direct Deposit,2018-07-24
5004754117,90,Direct Deposit,2018-07-24
5004754119,90,Direct Deposit,2018-07-24
5004754120,90,Direct Deposit,2018-07-24
5004754121,858,Direct Deposit,2018-07-24
5004754122,90,Direct Deposit,2018-07-24
5004754124,421,Direct Deposit,2018-07-24
5004754125,130,Direct Deposit,2018-07-24
5004754126,146,Direct Deposit,2018-07-24
5004754129,90,Direct Deposit,2018-07-24
5004754130,864,Direct Deposit,2018-07-24
5004754131,864,Direct Deposit,2018-07-24
5004754133,130,Direct Deposit,2018-07-24
5004754135,130,Direct Deposit,2018-07-24
5004754137,110,Direct Deposit,2018-07-24
5004754138,130,Direct Deposit,2018-07-24
5004754139,1011,Direct Deposit,2018-07-24
5004754142,396,Direct Deposit,2018-07-24
5004754144,379,Direct Deposit,2018-07-24
5004754146,170,Direct Deposit,2018-07-24
5004754147,110,Direct Deposit,2018-07-24
5004754149,90,Direct Deposit,2018-07-24
5004754150,110,Direct Deposit,2018-07-24
5004754151,858,Direct Deposit,2018-07-24
5004754156,150,Direct Deposit,2018-07-24
5004754157,788,Direct Deposit,2018-07-24
5004754158,319,Direct Deposit,2018-07-24
5004754159,90,Direct Deposit,2018-07-24
5004754160,450,Direct Deposit,2018-07-24
5004754161,90,Direct Deposit,2018-07-24
5004754162,858,Direct Deposit,2018-07-24
5004754163,548,Direct Deposit,2018-07-24
5004754165,419,Direct Deposit,2018-07-24
5004754168,90,Direct Deposit,2018-07-24
5004754169,64,Direct Deposit,2018-07-24
5004754170,160,Direct Deposit,2018-07-24
5004754171,864,Direct Deposit,2018-07-24
5004754172,110,Direct Deposit,2018-07-24
5004754173,130,Direct Deposit,2018-07-24
5004754174,90,Direct Deposit,2018-07-24
5004754175,97,Direct Deposit,2018-07-24
5004754177,110,Direct Deposit,2018-07-24
5004754178,612,Direct Deposit,2018-07-24
5004754179,130,Direct Deposit,2018-07-24
5004754180,1734,Direct Deposit,2018-07-24
5004754181,130,Direct Deposit,2018-07-24
5004754183,86,Direct Deposit,2018-07-24
5004754184,818,Direct Deposit,2018-07-24
5004754185,110,Direct Deposit,2018-07-24
5004754186,150,Direct Deposit,2018-07-24
5004754187,410,Direct Deposit,2018-07-24
5004754189,150,Direct Deposit,2018-07-24
5004754190,110,Direct Deposit,2018-07-24
5004754191,110,Direct Deposit,2018-07-24
5004754193,80,Direct Deposit,2018-07-24
5004754194,727,Direct Deposit,2018-07-24
5004754195,90,Direct Deposit,2018-07-24
5004754197,597,Direct Deposit,2018-07-24
5004754200,864,Direct Deposit,2018-07-24
5004754201,74,Direct Deposit,2018-07-24
5004754203,90,Direct Deposit,2018-07-24
5004754204,80,Direct Deposit,2018-07-24
5004754205,719,Direct Deposit,2018-07-24
5004754206,818,Direct Deposit,2018-07-24
5004754208,396,Direct Deposit,2018-07-24
5004754209,130,Direct Deposit,2018-07-24
5004754210,186,Direct Deposit,2018-07-24
5004754211,858,Direct Deposit,2018-07-24
5004754213,838,Direct Deposit,2018-07-24
5004754214,90,Direct Deposit,2018-07-24
5004754215,798,Direct Deposit,2018-07-24
5004754216,428,Direct Deposit,2018-07-24
5004754217,58,Direct Deposit,2018-07-24
5004754220,90,Direct Deposit,2018-07-24
5004754221,90,Direct Deposit,2018-07-24
5004754222,110,Direct Deposit,2018-07-24
5004754223,818,Direct Deposit,2018-07-24
5004754225,110,Direct Deposit,2018-07-24
5004754226,130,Direct Deposit,2018-07-24
5004754227,90,Direct Deposit,2018-07-24
5004754228,858,Direct Deposit,2018-07-24
5004754229,688,Direct Deposit,2018-07-24
5004754230,15,Direct Deposit,2018-07-24
5004754231,110,Direct Deposit,2018-07-24
5004754234,90,Direct Deposit,2018-07-24
5004754237,319,Direct Deposit,2018-07-24
5004754238,110,Direct Deposit,2018-07-24
5004754239,300,Direct Deposit,2018-07-24
5004754241,818,Direct Deposit,2018-07-24
5004754244,90,Direct Deposit,2018-07-24
5004754245,210,Direct Deposit,2018-07-24
5004754249,244,Direct Deposit,2018-07-24
5004754251,110,Direct Deposit,2018-07-24
5004754252,233,Direct Deposit,2018-07-24
5004754254,90,Direct Deposit,2018-07-24
5004754255,150,Direct Deposit,2018-07-24
5004754256,359,Direct Deposit,2018-07-24
5004754258,110,Direct Deposit,2018-07-24
5004754261,90,Direct Deposit,2018-07-24
5004754262,110,Direct Deposit,2018-07-24
5004754263,90,Direct Deposit,2018-07-24
5004754264,90,Direct Deposit,2018-07-24
5004754265,90,Direct Deposit,2018-07-24
5004754267,90,Direct Deposit,2018-07-24
5004754268,110,Direct Deposit,2018-07-24
5004754269,130,Direct Deposit,2018-07-24
5004754270,110,Direct Deposit,2018-07-24
5004754271,110,Direct Deposit,2018-07-24
5004754274,110,Direct Deposit,2018-07-24
5004754275,1086,Direct Deposit,2018-07-24
5004754278,858,Direct Deposit,2018-07-24
5004754280,110,Direct Deposit,2018-07-24
5004754283,130,Direct Deposit,2018-07-24
5004754284,40,Direct Deposit,2018-07-24
5004754285,90,Direct Deposit,2018-07-24
5004754286,254,Direct Deposit,2018-07-24
5004754289,648,Direct Deposit,2018-07-24
5004754290,90,Direct Deposit,2018-07-24
5004754291,1560,Direct Deposit,2018-07-24
5004754292,110,Direct Deposit,2018-07-24
5004754293,339,Direct Deposit,2018-07-24
5004754294,276,Direct Deposit,2018-07-24
5004754296,160,Direct Deposit,2018-07-24
5004754297,356,Direct Deposit,2018-07-24
5004754298,110,Direct Deposit,2018-07-24
5004754299,110,Direct Deposit,2018-07-24
5004754301,200,Direct Deposit,2018-07-24
5004754302,356,Direct Deposit,2018-07-24
5004754303,179,Direct Deposit,2018-07-24
5004754305,1647,Direct Deposit,2018-07-24
5004754306,150,Direct Deposit,2018-07-24
5004754308,130,Direct Deposit,2018-07-24
5004754309,3429,Direct Deposit,2018-07-24
5004754310,90,Direct Deposit,2018-07-24
5004754314,110,Direct Deposit,2018-07-24
5004754315,818,Direct Deposit,2018-07-24
5004754316,90,Direct Deposit,2018-07-24
5004754318,40,Direct Deposit,2018-07-24
5004754322,200,Direct Deposit,2018-07-24
5004754323,90,Direct Deposit,2018-07-24
5004754325,110,Direct Deposit,2018-07-24
5004754328,60,Direct Deposit,2018-07-24
5004754330,20,Direct Deposit,2018-07-24
5004754331,410,Direct Deposit,2018-07-24
5004754333,858,Direct Deposit,2018-07-24
5004754334,1260,Direct Deposit,2018-07-24
5004754335,864,Direct Deposit,2018-07-24
5004754337,660,Direct Deposit,2018-07-24
5004754340,1714,Direct Deposit,2018-07-24
5004754341,90,Direct Deposit,2018-07-24
5004754343,150,Direct Deposit,2018-07-24
5004754344,150,Direct Deposit,2018-07-24
5004754345,104,Direct Deposit,2018-07-24
5004754349,44,Direct Deposit,2018-07-24
5004754350,110,Direct Deposit,2018-07-24
5004754351,818,Direct Deposit,2018-07-24
5004754352,1300,Direct Deposit,2018-07-24
5004754353,110,Direct Deposit,2018-07-24
5004754355,150,Direct Deposit,2018-07-24
5004754356,95,Direct Deposit,2018-07-24
5004754357,768,Direct Deposit,2018-07-24
5004754360,110,Direct Deposit,2018-07-24
5004754362,339,Direct Deposit,2018-07-24
5004754363,78,Direct Deposit,2018-07-24
5004754366,608,Direct Deposit,2018-07-24
5004754370,90,Direct Deposit,2018-07-24
5004754371,117,Direct Deposit,2018-07-24
5004754374,110,Direct Deposit,2018-07-24
5004754375,110,Direct Deposit,2018-07-24
5004754377,110,Direct Deposit,2018-07-24
5004754378,150,Direct Deposit,2018-07-24
5004754381,130,Direct Deposit,2018-07-24
5004754383,858,Direct Deposit,2018-07-24
5004754385,90,Direct Deposit,2018-07-24
5004754387,479,Direct Deposit,2018-07-24
5004754388,150,Direct Deposit,2018-07-24
5004754389,130,Direct Deposit,2018-07-24
5004754393,90,Direct Deposit,2018-07-24
5004754395,851,Direct Deposit,2018-07-24
5004754396,90,Direct Deposit,2018-07-24
5004754397,90,Direct Deposit,2018-07-24
5004754398,130,Direct Deposit,2018-07-24
5004754402,858,Direct Deposit,2018-07-24
5004754403,110,Direct Deposit,2018-07-24
5004754408,1251,Direct Deposit,2018-07-24
5004754411,130,Direct Deposit,2018-07-24
5004754415,110,Direct Deposit,2018-07-24
5004754417,110,Direct Deposit,2018-07-24
5004754418,1756,Direct Deposit,2018-07-24
5004754419,90,Direct Deposit,2018-07-24
5004754420,379,Direct Deposit,2018-07-24
5004754422,818,Direct Deposit,2018-07-24
5004754423,960,Direct Deposit,2018-07-24
5004754424,339,Direct Deposit,2018-07-24
5004754425,838,Direct Deposit,2018-07-24
5004754429,660,Direct Deposit,2018-07-24
5004754430,851,Direct Deposit,2018-07-24
5004754431,97,Direct Deposit,2018-07-24
5004754433,90,Direct Deposit,2018-07-24
5004754436,210,Direct Deposit,2018-07-24
5004754437,130,Direct Deposit,2018-07-24
5004754438,40,Direct Deposit,2018-07-24
5004754439,90,Direct Deposit,2018-07-24
5004754442,11,Direct Deposit,2018-07-24
5004754443,670,Direct Deposit,2018-07-24
5004754444,752,Direct Deposit,2018-07-24
5004754445,818,Direct Deposit,2018-07-24
5004754446,110,Direct Deposit,2018-07-24
5004754449,799,Direct Deposit,2018-07-24
5004754450,130,Direct Deposit,2018-07-24
5004754451,61,Direct Deposit,2018-07-24
5004754453,45,Direct Deposit,2018-07-24
5004754454,45,Direct Deposit,2018-07-24
5004754456,248,Direct Deposit,2018-07-24
5004754457,5,Direct Deposit,2018-07-24
5004754458,261,Direct Deposit,2018-07-24
5004754459,589,Direct Deposit,2018-07-24
5004754460,1034,Direct Deposit,2018-07-24
5004754461,45,Direct Deposit,2018-07-24
5004754462,45,Direct Deposit,2018-07-24
5004754466,61,Direct Deposit,2018-07-24
5004754468,301,Direct Deposit,2018-07-24
5004754471,321,Direct Deposit,2018-07-24
5004754472,590,Direct Deposit,2018-07-24
5004754473,101,Direct Deposit,2018-07-24
5004754474,726,Direct Deposit,2018-07-24
5004754475,501,Direct Deposit,2018-07-24
5004754478,61,Direct Deposit,2018-07-24
5004754479,501,Direct Deposit,2018-07-24
5004754480,61,Direct Deposit,2018-07-24
5004754481,671,Direct Deposit,2018-07-24
5004754483,1306,Direct Deposit,2018-07-24
5004754484,1066,Direct Deposit,2018-07-24
5004754485,162,Direct Deposit,2018-07-24
5004754490,90,Direct Deposit,2018-07-24
5004754491,1186,Direct Deposit,2018-07-24
5004754493,61,Direct Deposit,2018-07-24
5004754494,85,Direct Deposit,2018-07-24
5004754496,197,Direct Deposit,2018-07-24
5004754498,45,Direct Deposit,2018-07-24
5004754499,269,Direct Deposit,2018-07-24
5004754500,61,Direct Deposit,2018-07-24
5004754501,285,Direct Deposit,2018-07-24
5004754505,61,Direct Deposit,2018-07-24
5004754508,1884,Direct Deposit,2018-07-24
5004754509,301,Direct Deposit,2018-07-24
5004754511,85,Direct Deposit,2018-07-24
5004754513,45,Direct Deposit,2018-07-24
5004754514,219,Direct Deposit,2018-07-24
5004754515,130,Direct Deposit,2018-07-24
5004754517,838,Direct Deposit,2018-07-24
5004754519,391,Direct Deposit,2018-07-24
5004754521,1673,Direct Deposit,2018-07-24
5004754522,399,Direct Deposit,2018-07-24
5004754523,90,Direct Deposit,2018-07-24
5004754527,768,Direct Deposit,2018-07-24
5004754528,858,Direct Deposit,2018-07-24
5004754532,170,Direct Deposit,2018-07-24
5004754533,430,Direct Deposit,2018-07-24
5004754536,170,Direct Deposit,2018-07-24
5004754538,160,Direct Deposit,2018-07-24
5004754539,150,Direct Deposit,2018-07-24
5004754540,359,Direct Deposit,2018-07-24
5004754543,640,Direct Deposit,2018-07-24
5004754550,160,Direct Deposit,2018-07-24
5004754551,799,Direct Deposit,2018-07-24
5004754552,160,Direct Deposit,2018-07-24
5004754553,90,Direct Deposit,2018-07-24
5004754554,20,Direct Deposit,2018-07-24
5004754557,70,Direct Deposit,2018-07-24
5004754560,70,Direct Deposit,2018-07-24
5004754561,40,Direct Deposit,2018-07-24
5004754562,130,Direct Deposit,2018-07-24
5004754564,91,Direct Deposit,2018-07-24
5004754565,1180,Direct Deposit,2018-07-24
5004754568,1071,Direct Deposit,2018-07-24
5004754570,1690,Direct Deposit,2018-07-24
5004754576,1141,Direct Deposit,2018-07-24
5004754579,250,Direct Deposit,2018-07-24
5004754580,430,Direct Deposit,2018-07-24
5004754583,110,Direct Deposit,2018-07-24
5004754586,71,Direct Deposit,2018-07-24
5004754589,110,Direct Deposit,2018-07-24
5004754593,339,Direct Deposit,2018-07-24
5004754594,1756,Direct Deposit,2018-07-24
5004754601,1981,Direct Deposit,2018-07-24
5005591894,954,Direct Deposit,2018-07-24
5005609935,162,Direct Deposit,2018-07-24
5005610947,419,Direct Deposit,2018-07-24
5005610954,383,Direct Deposit,2018-07-24
5005611190,2180,Direct Deposit,2018-07-24
5005611209,940,Direct Deposit,2018-07-24
5005611585,94,Direct Deposit,2018-07-24
5005611666,597,Direct Deposit,2018-07-24
5005612125,765,Direct Deposit,2018-07-24
5005612374,1485,Direct Deposit,2018-07-24
5005613022,298,Direct Deposit,2018-07-24
5005613053,1239,Direct Deposit,2018-07-24
5005613542,1092,Direct Deposit,2018-07-24
5005613577,582,Direct Deposit,2018-07-24
5005613614,32,Direct Deposit,2018-07-24
5005613617,30,Direct Deposit,2018-07-24
5005613730,314,Direct Deposit,2018-07-24
5005613784,1992,Direct Deposit,2018-07-24
5005613794,99,Direct Deposit,2018-07-24
5005613884,940,Direct Deposit,2018-07-24
5005614259,165,Direct Deposit,2018-07-24
5005614794,618,Direct Deposit,2018-07-24
5005615611,240,Direct Deposit,2018-07-24
5005615652,540,Direct Deposit,2018-07-24
5005616038,3698,Direct Deposit,2018-07-24
5005616109,510,Direct Deposit,2018-07-24
5005616548,61,Direct Deposit,2018-07-24
5005616727,429,Direct Deposit,2018-07-24
5005616821,28,Direct Deposit,2018-07-24
5005617181,87,Direct Deposit,2018-07-24
5005617196,471,Direct Deposit,2018-07-24
5005617265,516,Direct Deposit,2018-07-24
5005617346,920,Direct Deposit,2018-07-24
5005617406,818,Direct Deposit,2018-07-24
5005617530,1366,Direct Deposit,2018-07-24
5005617673,240,Direct Deposit,2018-07-24
5005617697,70,Direct Deposit,2018-07-24
5005617973,2803,Direct Deposit,2018-07-24
5005618026,990,Direct Deposit,2018-07-24
5005618119,840,Direct Deposit,2018-07-24
5005618224,200,Direct Deposit,2018-07-24
5005618236,536,Direct Deposit,2018-07-24
5005618248,240,Direct Deposit,2018-07-24
5005618276,749,Direct Deposit,2018-07-24
5005618387,590,Direct Deposit,2018-07-24
5005618390,541,Direct Deposit,2018-07-24
5005618409,592,Direct Deposit,2018-07-24
5005618467,43,Direct Deposit,2018-07-24
5005618484,1324,Direct Deposit,2018-07-24
5005618559,460,Direct Deposit,2018-07-24
5005618592,1740,Direct Deposit,2018-07-24
5005618639,186,Direct Deposit,2018-07-24
5005618817,229,Direct Deposit,2018-07-24
5005618831,656,Direct Deposit,2018-07-24
5005618867,735,Direct Deposit,2018-07-24
5005618971,495,Direct Deposit,2018-07-24
5005619018,920,Direct Deposit,2018-07-24
5005619045,1164,Direct Deposit,2018-07-24
5005619052,128,Direct Deposit,2018-07-24
5005619062,886,Direct Deposit,2018-07-24
5005619088,250,Direct Deposit,2018-07-24
5005619091,940,Direct Deposit,2018-07-24
5005619093,510,Direct Deposit,2018-07-24
5005619118,281,Direct Deposit,2018-07-24
5005619121,281,Direct Deposit,2018-07-24
5005619163,341,Direct Deposit,2018-07-24
5005619212,1158,Direct Deposit,2018-07-24
